dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
hemignathus virens wilsoni,chlorodrepanis virens wilsoni,af3b1a9c-c6da-47ac-8778-f04474dec32a,preservedspecimen,99,vz-bbm,f h hayselden,hawai`i 'amakihi (maui),"[""Hawai`i 'Amakihi (Maui)""]",,,,0.21739130434782608,,,"[""gbif_reference_added"", ""dwc_taxonrank_replaced"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 20.8479, ""lon"": -156.936}",bpbm,exact locality unknown,,collector number: --,?? ??? ????,"lanai, t.h."
himatione sanguinea,himatione sanguinea,55c49b6d-4b3f-4856-81ea-984e3d5953b9,preservedspecimen,1601,vz-bbm,a seale,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1711,30 jan 1901,"waianae mts, oahu"
vestiaria coccinea,vestiaria coccinea,b3ffbac1-b642-4bd2-86a2-c4b6e27d4463,preservedspecimen,4706,vz-bbm,,`i`iwi,"[""`I`iwi""]",,,,0.15942028985507245,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,,,
hemignathus obscurus,akialoa obscura,7762419d-dca2-48f5-b613-2a7703a15030,preservedspecimen,3562,vz-bbm,h w henshaw,`akialoa,"[""`Akialoa""]",,,,0.2463768115942029,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",akialoa,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,12 feb 1900,"kaiwiki, hawaii = specimen label"
hemignathus virens,chlorodrepanis virens,6a606f3a-a598-4f2a-a523-2cd2bf3ed5d6,preservedspecimen,179409,vz-bpbm,"c t atkinson, et al.",common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 19.75, ""lon"": -155.527}",bpbm,"mauna kea, mauna kea state recreation area",,collector number: --,15 sep 1993,mauna kea state park [see map in acc'n file]
hemignathus virens,chlorodrepanis virens,7ddc08ce-34e8-45e5-a7b0-5ac444fd89e1,preservedspecimen,179397,vz-bpbm,"c t atkinson, et al.",common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 19.75, ""lon"": -155.527}",bpbm,"mauna kea, mauna kea state recreation area",,collector number: --,09 sep 1993,mauna kea state park [see map in acc'n file]
himatione sanguinea,himatione sanguinea,97b9e4d4-b758-45c0-875b-5facd9c09130,preservedspecimen,3226,vz-bbm,h w henshaw,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,12 feb 1900,"kaiwiki, hawaii"
oreomystis mana,loxops mana,b4d5a1f6-8e1f-4943-9b54-05b4c575e73a,preservedspecimen,4004,vz-bbm,h w henshaw,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,28 jan 1900,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
vestiaria coccinea,vestiaria coccinea,c3399a5a-1c61-42fb-b504-47e00df58213,preservedspecimen,179322,vz-bpbm,"c t atkinson, et al.",`i`iwi,"[""`I`iwi""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",vestiaria,"{""lat"": 19.626, ""lon"": -155.363}",bpbm,"powerline road, (site 3)",,collector number: --,07 apr 1993,powerline 3 site [see map in acc'n file]
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,d2b2f48b-df12-46a0-8b79-1debfd78ff3c,preservedspecimen,156621,birds,"baker, a j",,,175.144889,hawaii county,1991-07-29T00:00:00+00:00,0.3188405797101449,1991-07-29,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5694,19910729,"near humu'ula, parker ranch, on mauna kea, hawaii island"
loxops caeruleirostris,loxops caeruleirostris,d7d76b56-9d19-4726-b79b-e0b112776bf8,preservedspecimen,147118,vz-bbm-x,,akeke'e,"[""Akeke'e""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,,--,
himatione sanguinea sanguinea,himatione sanguinea,fb0ca54a-a321-4cd4-8510-cf926ea9a944,preservedspecimen,55627,orn,milton j. flood,,,347215.10572,maui,1895-01-31T00:00:00+00:00,0.2753623188405797,1895-01-31,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,31/1/1895,"pacific ocean, usa, hawaii"
himatione sanguinea sanguinea,himatione sanguinea,e617a8d4-a357-459b-925b-0ad8a07bdbde,preservedspecimen,37254,orn,henry wetherbee henshaw,,,5871.1642101,hawaii,1899-10-23T00:00:00+00:00,0.2898550724637681,1899-10-23,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 19.57103, ""lon"": -155.17383}",mcz,olaa,,,23/10/1899,"pacific ocean, usa, hawaii, olaa"
loxops,loxops,32f0fb9d-4714-4629-a88d-1365b2ff826b,preservedspecimen,37208,orn,henry wetherbee henshaw,,,14542.0,,1900-02-19T00:00:00+00:00,0.2463768115942029,1900-02-19,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",loxops,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,19/2/1900,"north america, usa, hawaii, kaiwiki"
paroreomyza maculata mana,loxops mana,dbd987a3-32cb-4502-acf6-5d21dfbc3885,preservedspecimen,37279,orn,henry wetherbee henshaw,,,5871.1642101,,1899-12-26T00:00:00+00:00,0.2753623188405797,1899-12-26,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",loxops,"{""lat"": 19.57103, ""lon"": -155.17383}",mcz,olaa,,,26/12/1899,"north america, usa, hawaii, olaa"
psittirostra psittacea,psittirostra psittacea,071b6d5c-a66d-4596-91a1-24a8e2a1317c,preservedspecimen,115046,orn,milton j. flood,,,347215.10572,maui,1895-02-06T00:00:00+00:00,0.2608695652173913,1895-02-06,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",psittirostra,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,6/2/1895,"pacific ocean, usa, hawaii"
himatione sanguinea sanguinea,himatione sanguinea,400b075e-872c-457e-9951-4308e3e38543,preservedspecimen,239647,orn,[no agent data],,,28293.0,maui,,0.2463768115942029,,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 21.15707, ""lon"": -157.0271}",mcz,moloka'i,,,29/12/,"pacific ocean, usa, hawaii, molokai"
himatione sanguinea sanguinea,himatione sanguinea,f4dc64a9-5e8c-482b-a1aa-f663761a0edf,preservedspecimen,34871,orn,[no agent data],,,347215.10572,honolulu,,0.2463768115942029,1888-10-01/1888-10-31,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,10/1888,"pacific ocean, usa, hawaii"
hemignathus lucidus affinis,hemignathus affinis,cefc5f08-20e2-4139-a0c1-0dc6e26a951d,preservedspecimen,142322,orn,robert cyril layton perkins,,,14575.113265,maui,,0.2753623188405797,1896-05-01/1896-05-31,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",hemignathus,"{""lat"": 20.71556, ""lon"": -156.16889}",mcz,haleakala,,,5/1896,"north america, usa, hawaii, haleakala"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,481e986c-72fd-4712-91e8-1cd18797532b,preservedspecimen,156603,birds,"baker, a j",,,175.144889,hawaii county,1991-07-28T00:00:00+00:00,0.3188405797101449,1991-07-28,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5676,19910728,"near humu'ula, parker ranch, on mauna kea, hawaii island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,b4b7a8bf-791f-4d7d-a334-6d5df81bb425,preservedspecimen,156623,birds,"baker, a j",,,175.144889,hawaii county,1991-07-29T00:00:00+00:00,0.3188405797101449,1991-07-29,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 20.0119444, ""lon"": -155.6752778}",rom,"near humu'ula, parker ranch, on mauna kea, hawaii island",,ajb 5696,19910729,"near humu'ula, parker ranch, on mauna kea, hawaii island"
psittirostra psittacea,psittirostra psittacea,60ed8dd3-affe-4910-bea3-7cd29a362268,preservedspecimen,62811,birds,"palmer, h c",,,87816,hawaii county,1891-09-17T00:00:00+00:00,0.30434782608695654,1891-09-17,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added""]",psittirostra,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 12932,18910917,hawaii island
palmeria dolei,palmeria dolei,17ca6994-bc8f-4955-875a-daf80466ebf2,preservedspecimen,62707,birds,"palmer, h c",,,75418,maui county,1892-08-13T00:00:00+00:00,0.3188405797101449,1892-08-13,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",palmeria,"{""lat"": 20.8637548, ""lon"": -156.6397936}",rom,maui island,,jhf 12900,18920813,maui island
loxops maculata,paroreomyza maculata,571df567-adee-4b37-ad71-e7653168fef8,preservedspecimen,62791,birds,"palmer, h c",,,87816,hawaii county,1891-09-29T00:00:00+00:00,0.43478260869565216,1891-09-29,,"[""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]",paroreomyza,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 27168; hcp 1355,18910929,hawaii island
hemignathus obscurus procerus,akialoa stejnegeri,53b56da5-fbf0-4c18-9499-849b68311f93,preservedspecimen,62763,birds,"palmer, h c",,,53568,kauai county,1893-10-10T00:00:00+00:00,0.3333333333333333,1893,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_specificepithet_replaced"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added""]",akialoa,"{""lat"": 22.0041103, ""lon"": -159.7594606}",rom,kauai island,,jhf 27189; hcp 2196,18930000,kauai island
psittirostra kona,chloridops kona,35892b19-ff9f-4e3d-a155-cee83c98a236,preservedspecimen,62829,birds,"palmer, h c",,,87816,hawaii county,1891-10-01T00:00:00+00:00,0.30434782608695654,1891-10-01,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chloridops,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 12928,18911001,hawaii island
drepanis coccinea,vestiaria coccinea,bf7084b2-c66c-4da6-9c4c-5ec7113e3285,machineobservation,424701,ml,timothy barksdale,iiwi,"[""Iiwi""]",,,2002-03-04T00:00:00+00:00,0.2898550724637681,2002-03,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,mar-2002,united states | hawaii | hakalau forest national wildlife refuge
himatione sanguinea,himatione sanguinea,02ed0217-d3a3-490c-b97f-062702b182dd,machineobservation,424738,ml,timothy barksdale,apapane,"[""Apapane""]",,,2002-04-07T00:00:00+00:00,0.30434782608695654,2002-04-07,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,7-apr-2002,united states | hawaii | hakalau forest national wildlife refuge
hemignathus virens,chlorodrepanis virens,9ed39c2a-1d67-4391-b95f-9d45da053fb2,machineobservation,424470,ml,timothy barksdale,hawaii amakihi,"[""Hawaii Amakihi""]",,,2002-03-27T00:00:00+00:00,0.30434782608695654,2002-03-27,,"[""geopoint_datum_error"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",chlorodrepanis,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,27-mar-2002,united states | hawaii | hakalau forest national wildlife refuge
paroreomyza montana,paroreomyza montana,30a8b442-39bb-44a7-b437-a4cca5cbe352,machineobservation,427885,ml,timothy barksdale,maui alauahio,"[""Maui Alauahio""]",,maui,2003-03-03T00:00:00+00:00,0.3333333333333333,2003-03-03,,"[""geopoint_datum_error"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added""]",paroreomyza,"{""lat"": 20.78233, ""lon"": -156.126654}",clo,"hanawi natural area reserve, maui",,,3-mar-2003,"united states | hawaii | maui | hanawi natural area reserve, maui"
drepanis coccinea,vestiaria coccinea,5d1ba581-4193-4f35-a176-417650d4400a,machineobservation,129124,ml,gregory f budney,iiwi,"[""Iiwi""]",,hawaii,2002-04-07T00:00:00+00:00,0.30434782608695654,2002-04-07,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_scientificnameauthorship_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",vestiaria,"{""lat"": 19.7993333, ""lon"": -155.3288333}",clo,"hakalau forest nwr, pua akala",,,7-apr-2002,"united states | hawaii | hawaii | hakalau forest nwr, pua akala"
viridonia virens stejnegeri,chlorodrepanis stejnegeri,1cb7b2ef-7593-4039-ae0b-d5dc85ea1703,preservedspecimen,134699,orn,robert cyril layton perkins,,,347215.10572,kauai,,0.36231884057971014,1894-05-01/1894-05-31,,"[""geopoint_datum_error"", ""idigbio_isocountrycode_added"", ""dwc_continent_replaced"", ""taxon_match_failed""]",chlorodrepanis,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,5/1894,"north america, usa, hawaii"
